Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y
Catholic,2,20,Parade College,Secondary,O,1436 Plenty Road,,BUNDOORA,VIC,3083,1436 Plenty Road,,BUNDOORA,VIC,3083,03 9468 3300,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.066978,-37.690178
Catholic,2,25,Simonds Catholic College,Secondary,O,273 Victoria Street,,WEST MELBOURNE,VIC,3003,273 Victoria Street,,WEST MELBOURNE,VIC,3003,03 9321 9200,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne (C),Metro,144.952883,-37.805971
Catholic,2,26,St Mary’s College Melbourne,Secondary,O,11 Westbury Street,,ST KILDA EAST,VIC,3183,PO Box 258,,ST KILDA,VIC,3182,03 9529 6611,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip (C),Metro,144.997001,-37.859365
Catholic,2,28,St Patrick's College Ballarat,Secondary,O,1431 Sturt Street,,BALLARAT,VIC,3350,Locked Bag 31,,BALLARAT,VIC,3350,03 5331 1688,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.831558,-37.559711
Catholic,2,33,Emmanuel College Warrnambool,Secondary,O,140 Botanic Road,,WARRNAMBOOL,VIC,3280,PO Box 486,,WARRNAMBOOL,VIC,3280,03 5560 0888,SOUTH-WESTERN VICTORIA,Wimmera South West,673,Warrnambool (C),Non Metro,142.477358,-38.370986
Catholic,2,35,Loreto College,Secondary,O,1600 Sturt Street,,BALLARAT,VIC,3350,1600 Sturt Street,,BALLARAT,VIC,3350,03 5329 6100,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.8234695,-37.55686069
Catholic,2,111,Assumption College,Secondary,O,Sutherland Street,,KILMORE,VIC,3764,PO Box 111,,KILMORE,VIC,3764,03 5783 5000,NORTH-EASTERN VICTORIA,Goulburn,485,Mitchell (S),Non Metro,144.947629,-37.301013
Catholic,2,130,Catherine McAuley College,Secondary,O,164 Barkly Street,,BENDIGO,VIC,3550,164 Barkly Street,,BENDIGO,VIC,3550,03 5445 9100,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo (C),Non Metro,144.273362,-36.753444
Catholic,2,149,Sacre Coeur,Pri/Sec,O,172 Burke Road,,GLEN IRIS,VIC,3146,172 Burke Road,,GLEN IRIS,VIC,3146,03 9835 2700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.051572,-37.861753
Catholic,2,161,St Mary's College,Pri/Sec,O,90 High Street,,SEYMOUR,VIC,3660,PO Box 269,,SEYMOUR,VIC,3660,03 5792 2611,NORTH-EASTERN VICTORIA,Goulburn,485,Mitchell (S),Non Metro,145.140924,-37.019895
Catholic,2,219,Sacred Heart College,Secondary,O,Retreat Road,,NEWTOWN,VIC,3220,Retreat Road,,NEWTOWN,VIC,3220,03 5221 4211,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.3401453,-38.14949635
Catholic,2,236,St Joseph's College Mildura,Secondary,O,154 Twelfth Street,,MILDURA,VIC,3500,154 Twelfth Street,,MILDURA,VIC,3500,03 5018 8000,NORTH-WESTERN VICTORIA,Mallee,478,Mildura (RC),Non Metro,142.153461,-34.188725
Catholic,2,250,Star of the Sea College,Secondary,O,80 Martin Street,,BRIGHTON,VIC,3186,PO Box 7001 Gardenvale LPO,,BRIGHTON,VIC,3186,03 9596 6099,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside (C),Metro,144.99678,-37.896734
Catholic,2,265,Damascus College,Secondary,O,1412 Geelong Road,,MOUNT CLEAR,VIC,3350,1412 Geelong Road,,MOUNT CLEAR,VIC,3350,03 5337 2222,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.870347,-37.611456
Catholic,2,286,Sacred Heart College,Secondary,O,94 High Street,,KYNETON,VIC,3444,PO Box 191,,KYNETON,VIC,3444,03 5421 1200,NORTH-WESTERN VICTORIA,Loddon Campaspe,413,Macedon Ranges (S),Non Metro,144.458821,-37.252887
Catholic,2,384,FCJ College,Secondary,O,36 Arundel Street,,BENALLA,VIC,3672,PO Box 123,,BENALLA,VIC,3672,03 5762 1222,NORTH-EASTERN VICTORIA,Ovens Murray,101,Benalla (RC),Non Metro,145.975389,-36.552769
Catholic,2,404,Xavier College,Pri/Sec,O,135 Barkers Road,,KEW,VIC,3101,135 Barkers Road,,KEW,VIC,3101,03 9854 5411,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.031105,-37.813858
Catholic,2,411,Marian College,Secondary,O,304 Barkly Street,,ARARAT,VIC,3377,PO Box 314,,ARARAT,VIC,3377,03 5352 3861,SOUTH-WESTERN VICTORIA,Central Highlands,26,Ararat (RC),Non Metro,142.937766,-37.284744
Catholic,2,467,Academy of Mary Immaculate,Secondary,O,88 Nicholson Street,,FITZROY,VIC,3065,88 Nicholson Street,,FITZROY,VIC,3065,03 9412 7100,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra (C),Metro,144.974409,-37.803711
Catholic,2,474,Mount Lilydale Mercy College,Secondary,O,120 Anderson Street,,LILYDALE,VIC,3140,120 Anderson Street,,LILYDALE,VIC,3140,03 9735 4022,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.3577545,-37.75075881
Catholic,2,495,Trinity College Colac,Secondary,O,119 Hart Street,,COLAC,VIC,3250,PO Box 23,,COLAC,VIC,3250,03 5231 4977,SOUTH-WESTERN VICTORIA,Barwon,175,Colac-Otway (S),Non Metro,143.576934,-38.352034
Catholic,2,500,Kilbreda College,Secondary,O,118 Mentone Parade,,MENTONE,VIC,3194,PO Box 248,,MENTONE,VIC,3194,03 9581 7766,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston (C),Metro,145.065712,-37.984153
Catholic,2,501,Padua College,Secondary,O,62 Oakbank Road,,MORNINGTON,VIC,3931,Private Mail Bag No 4,,MORNINGTON,VIC,3931,03 5976 0100,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,145.0720043,-38.21825666
Catholic,2,515,Notre Dame College,Secondary,O,139 Knight Street,,SHEPPARTON,VIC,3630,139 Knight Street,,SHEPPARTON,VIC,3630,03 5822 8400,NORTH-EASTERN VICTORIA,Goulburn,283,Greater Shepparton (C),Non Metro,145.4076363,-36.37470646
Catholic,2,518,Sacred Heart College,Secondary,O,Piper Street,,YARRAWONGA,VIC,3730,PO Box 286,,YARRAWONGA,VIC,3730,03 5742 1300,NORTH-EASTERN VICTORIA,Goulburn,490,Moira (S),Non Metro,146.0092056,-36.00865887
Catholic,2,548,St Ignatius College Geelong,Secondary,O,27 Peninsula Drive,,DRYSDALE,VIC,3222,27 Peninsula Drive,,DRYSDALE,VIC,3222,03 5251 1136,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.5578975,-38.18870264
Catholic,2,576,Catholic Ladies' College Ltd,Secondary,O,19 Diamond Street,,ELTHAM,VIC,3095,19 Diamond Street,,ELTHAM,VIC,3095,03 9439 4077,NORTH-WESTERN VICTORIA,North Eastern Melbourne,571,Nillumbik (S),Metro,145.143563,-37.711525
Catholic,2,595,St Joseph's College,Secondary,O,21 Dickson Street,,ECHUCA,VIC,3564,21 Dickson Street,,ECHUCA,VIC,3564,03 5482 2577,NORTH-WESTERN VICTORIA,Loddon Campaspe,137,Campaspe (S),Non Metro,144.743369,-36.118153
Catholic,2,605,St Aloysius College,Secondary,O,31 Curran Street,,NORTH MELBOURNE,VIC,3051,PO Box 2072 Hotham Hill PO,,NORTH MELBOURNE,VIC,3051,03 9325 9200,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne (C),Metro,144.942875,-37.792892
Catholic,2,625,Catholic College Sale,Secondary,O,51-53 Desailly Street,,SALE,VIC,3850,PO Box 594,,SALE,VIC,3850,03 5143 9700,SOUTH-EASTERN VICTORIA,Outer Gippsland,681,Wellington (S),Non Metro,147.063779,-38.108707
Catholic,2,646,St Augustine's College,Pri/Sec,O,Church Street,,KYABRAM,VIC,3620,PO Box 447,,KYABRAM,VIC,3620,03 5851 3000,NORTH-WESTERN VICTORIA,Loddon Campaspe,137,Campaspe (S),Non Metro,145.044713,-36.30955
Catholic,2,690,Mercy Regional College,Secondary,O,Henderson Street,,CAMPERDOWN,VIC,3260,PO Box 152,,CAMPERDOWN,VIC,3260,03 5593 2011,SOUTH-WESTERN VICTORIA,Wimmera South West,183,Corangamite (S),Non Metro,143.139564,-38.235001
Catholic,2,707,St Columba's College,Secondary,O,2 Leslie Road,,ESSENDON,VIC,3040,PO Box 89,,ESSENDON,VIC,3040,03 9337 5311,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley (C),Metro,144.91429,-37.757202
Catholic,2,733,Genazzano FCJ College,Pri/Sec,O,301 Cotham Road,,KEW,VIC,3101,301 Cotham Road,,KEW,VIC,3101,03 8862 1000,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.055783,-37.808973
Catholic,2,914,Our Lady of Mercy College,Secondary,O,52 Cape Street,,HEIDELBERG,VIC,3084,PO Box 293,,HEIDELBERG,VIC,3084,03 9459 2511,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.067586,-37.75793
Catholic,2,956,De La Salle College,Pri/Sec,O,1318 High Street,,MALVERN,VIC,3144,1318 High Street,,MALVERN,VIC,3144,03 9508 2100,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.032183,-37.857677
Catholic,2,1122,St Brigid's College,Secondary,O,97 Robinson Street,,HORSHAM,VIC,3400,PO Box 542,,HORSHAM,VIC,3402,03 5382 3545,SOUTH-WESTERN VICTORIA,Wimmera South West,319,Horsham (RC),Non Metro,142.207946,-36.717313
Catholic,2,1226,Loreto Mandeville Hall,Pri/Sec,O,10 Mandeville Crescent,,TOORAK,VIC,3142,10 Mandeville Crescent,,TOORAK,VIC,3142,03 8290 7500,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.014892,-37.848193
Catholic,2,1287,Our Lady of Sion College,Secondary,O,1065 Whitehorse Road,,BOX HILL,VIC,3128,PO Box 254,,KERRIMUIR,VIC,3129,03 9890 9097,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.129918,-37.818348
Catholic,2,1299,Salesian College Sunbury,Secondary,O,1 Macedon Street,1 Macedon Street,SUNBURY,VIC,3429,1 Macedon Street,1 Macedon Street,SUNBURY,VIC,3429,03 9744 0000,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.73903,-37.572644
Catholic,2,1386,Santa Maria College,Secondary,O,50 Separation Street,,NORTHCOTE,VIC,3070,PO Box 679,,NORTHCOTE,VIC,3070,03 9488 1600,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,145.00248,-37.770356
Catholic,2,1415,St Kevin's College,Pri/Sec,O,31 Moonga Road,,TOORAK,VIC,3142,31 Moonga Road,,TOORAK,VIC,3142,03 9822 0911,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.0246967,-37.8353971
Catholic,2,1425,St Joseph's College Geelong,Secondary,O,135 Aphrasia Street,,NEWTOWN,VIC,3220,135 Aphrasia Street,,NEWTOWN,VIC,3220,03 5226 8100,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.331863,-38.150205
Catholic,2,1431,St Bede's College,Secondary,O,2 Mentone Parade,,MENTONE,VIC,3194,2 Mentone Parade,,MENTONE,VIC,3194,03 9582 5999,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston (C),Metro,145.068214,-37.991161
Catholic,2,1445,Siena College Ltd,Secondary,O,815 Riversdale Road,,CAMBERWELL,VIC,3124,815 Riversdale Road,,CAMBERWELL,VIC,3124,03 9835 0200,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.082575,-37.833662
Catholic,2,1471,St Bernard's College,Secondary,O,41 Rosehill Road,,ESSENDON,VIC,3040,41 Rosehill Road,,ESSENDON,VIC,3040,03 9289 1000,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley (C),Metro,144.8832,-37.749392
Catholic,2,1473,Whitefriars College,Secondary,O,156 Park Road,,DONVALE,VIC,3111,156 Park Road,,DONVALE,VIC,3111,03 9872 8200,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham (C),Metro,145.199541,-37.7918
