Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y
Government,1,8777,Bacchus Marsh College,Secondary,O,73 Grant Street,,Bacchus Marsh,VIC,3340,P O Box 329,,BACCHUS MARSH,VIC,3340,03 5367 2955,SOUTH-WESTERN VICTORIA,Central Highlands,515,Moorabool (S),Non Metro,144.4330584,-37.68562875
Government,1,8783,The Grange P-12 College,Pri/Sec,O,30 Deloraine Drive,,Hoppers Crossing,VIC,3029,P O Box 730,,WERRIBEE,VIC,3030,03 9748 9166,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.6749381,-37.8581346
Government,1,8784,Springside West Secondary College,Secondary,O,70 City Vista Court,,Fraser Rise,VIC,3336,70 City Vista Court,,Fraser Rise,VIC,3336,03 8357 7100,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton (C),Metro,144.7278679,-37.7156903
Government,1,8787,Taylors Lakes Secondary College,Secondary,O,1-39 Parmelia Drive,,Taylors Lakes,VIC,3038,P O Box 2374,,TAYLORS LAKES,VIC,3038,03 9390 3130,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank (C),Metro,144.794402,-37.70741
Government,1,8790,Sunshine College,Secondary,O,25A Lachlan Road,,Sunshine West,VIC,3020,P O Box 165,,SUNSHINE,VIC,3020,03 8311 5200,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank (C),Metro,144.81382,-37.793158
Government,1,8791,Wallan Secondary College,Secondary,O,100 Duke Street,,Wallan,VIC,3756,P O Box 305,,Wallan,VIC,3756,03 5783 0300,NORTH-EASTERN VICTORIA,Goulburn,485,Mitchell (S),Non Metro,144.981473,-37.418393
Government,1,8797,Thornbury High School,Secondary,O,238 Collins Street,,Thornbury,VIC,3071,238 Collins Street,,Thornbury,VIC,3071,03 9480 4066,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,145.0252135,-37.75649469
Government,1,8798,Portland Secondary College,Secondary,O,170 Must Street,,Portland,VIC,3305,P O BOX 452,,PORTLAND,VIC,3305,03 5523 1344,SOUTH-WESTERN VICTORIA,Wimmera South West,241,Glenelg (S),Non Metro,141.5948243,-38.3588185
Government,1,8799,Copperfield College,Secondary,O,Goldsmith Avenue,,Delahey,VIC,3037,Goldsmith Avenue,,DELAHEY,VIC,3037,03 9307 5555,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank (C),Metro,144.772426,-37.719463
Government,1,8800,Bayside P-12 College,Pri/Sec,O,29-69 Kororoit Creek Road,,Williamstown,VIC,3016,P O Box 515,,ALTONA NORTH,VIC,3025,03 9393 5800,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay (C),Metro,144.8852138,-37.85770007
Government,1,8801,South Oakleigh College,Secondary,O,Bakers Road,,Oakleigh South,VIC,3167,P O Box 116,,OAKLEIGH SOUTH,VIC,3167,03 9579 2322,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.089768,-37.92232068
Government,1,8802,Swan Hill College,Secondary,O,10 - 32 Pye Street,,Swan Hill,VIC,3585,P O Box 1440,,SWAN HILL,VIC,3585,03 5036 4900,NORTH-WESTERN VICTORIA,Mallee,661,Swan Hill (RC),Non Metro,143.5528519,-35.33522773
Government,1,8803,Traralgon College,Secondary,O,154-184 Grey Street,,Traralgon,VIC,3844,P O Box 1790,,TRARALGON,VIC,3844,03 5176 2240,SOUTH-EASTERN VICTORIA,Inner Gippsland,381,Latrobe (C),Non Metro,146.5194895,-38.19142459
Government,1,8804,Mornington Secondary College,Secondary,O,1051 Nepean Highway,,Mornington,VIC,3931,Locked Bag 5,,MORNINGTON,VIC,3931,03 5970 0200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,145.057762,-38.216712
Government,1,8806,Essendon Keilor College,Secondary,O,Quinn Grove,,Keilor East,VIC,3033,P O Box 142,,NIDDRIE,VIC,3042,03 8331 0109,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley (C),Metro,144.8697108,-37.73970794
Government,1,8807,Brunswick Secondary College,Secondary,O,47 Dawson Street,,Brunswick,VIC,3056,47 Dawson Street,,BRUNSWICK,VIC,3056,03 9387 6133,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek (C),Metro,144.95501,-37.770899
Government,1,8808,Glen Waverley Secondary College,Secondary,O,13-21 O'Sullivan Road,,Glen Waverley,VIC,3150,Private Bag 4194,,Glen Waverley,VIC,3150,03 8805 6700,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.162106,-37.878098
Government,1,8809,Monterey Secondary College,Secondary,O,20 Silvertop Street,,Frankston North,VIC,3200,20 Silvertop Street,,FRANKSTON NORTH,VIC,3200,03 9781 7700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston (C),Metro,145.147724,-38.126124
Government,1,8811,Warrnambool College,Secondary,O,Grafton Road,,Warrnambool,VIC,3280,P O Box 442,,Warrnambool,VIC,3280,03 5564 4444,SOUTH-WESTERN VICTORIA,Wimmera South West,673,Warrnambool (C),Non Metro,142.4996761,-38.37671595
Government,1,8812,Viewbank College,Secondary,O,1 Warren Road,,Viewbank,VIC,3084,P O Box 264,,ROSANNA,VIC,3084,03 9458 2811,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.08659,-37.741196
Government,1,8813,Noble Park Secondary College,Secondary,O,3 Callaghan Street,,Noble Park,VIC,3174,3 Callaghan Street,,NOBLE PARK,VIC,3174,03 9546 9066,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong (C),Metro,145.182369,-37.970209
Government,1,8814,Baimbridge College,Secondary,O,59 Mt Baimbridge Rd,,Hamilton,VIC,3300,59 Mt Baimbridge Rd,,HAMILTON,VIC,3300,03 5572 2788,SOUTH-WESTERN VICTORIA,Wimmera South West,626,Southern Grampians (S),Non Metro,142.014634,-37.734187
Government,1,8815,Yarra Hills Secondary College,Secondary,O,16 Reay Road,,Mooroolbark,VIC,3138,P O Box 42,,MOOROOLBARK,VIC,3138,03 9839 8800,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.316184,-37.78934
Government,1,8816,Heathmont College,Secondary,O,Waters Grove,,Heathmont,VIC,3135,Waters Grove,,HEATHMONT,VIC,3135,03 9871 4888,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.2321036,-37.83842619
Government,1,8818,Horsham College,Secondary,O,310 Baillie Street,,Horsham,VIC,3402,P O Box 508,,HORSHAM,VIC,3402,03 5381 7100,SOUTH-WESTERN VICTORIA,Wimmera South West,319,Horsham (RC),Non Metro,142.184101,-36.711661
Government,1,8819,Melbourne Girls College,Secondary,O,Yarra Boulevard,,Richmond,VIC,3121,Yarra Boulevard,,RICHMOND,VIC,3121,03 9428 8955,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra (C),Metro,145.014334,-37.822507
Government,1,8820,Western Heights Secondary College,Secondary,O,37-61 Vines Road,,Hamlyn Heights,VIC,3215,P O Box 784,,GEELONG,VIC,3220,03 5277 1177,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.328058,-38.12391
Government,1,8821,Lowanna College,Secondary,O,72-96 Newark Avenue,,Newborough,VIC,3825,P O Box 42,,MOE,VIC,3825,03 5127 9200,SOUTH-EASTERN VICTORIA,Inner Gippsland,381,Latrobe (C),Non Metro,146.2859798,-38.17667934
Government,1,8823,Templestowe College,Secondary,O,7 Cypress Avenue,,Templestowe Lower,VIC,3107,7 Cypress Avenue,,TEMPLESTOWE LOWER,VIC,3107,03 9850 6333,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham (C),Metro,145.122306,-37.767428
Government,1,8824,Castlemaine Secondary College,Secondary,O,Blakeley Rd,,Castlemaine,VIC,3450,P O Box 57,,CASTLEMAINE,VIC,3450,03 5479 1111,NORTH-WESTERN VICTORIA,Loddon Campaspe,543,Mount Alexander (S),Non Metro,144.227547,-37.050436
Government,1,8827,Warragul Regional College,Secondary,O,55 Burke Street,,Warragul,VIC,3820,P O Box 213,,WARRAGUL,VIC,3820,03 5623 9900,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw (S),Non Metro,145.9254852,-38.16519591
Government,1,8828,Mount Rowan Secondary College,Secondary,O,453-457 Forest Street,,Wendouree,VIC,3355,453-457 Forest Street,,Wendouree,VIC,3355,03 5336 7804,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.834472,-37.51922
Government,1,8830,Charlton College,Pri/Sec,O,33 - 49 Davies Street,,Charlton,VIC,3525,P O Box 138,,CHARLTON,VIC,3525,03 5491 1280,NORTH-WESTERN VICTORIA,Mallee,127,Buloke (S),Non Metro,143.359633,-36.270312
Government,1,8831,Wycheproof P-12 College,Pri/Sec,O,7-21 McKenzie Crescent,,Wycheproof,VIC,3527,Post Office Box 9,,WYCHEPROOF,VIC,3527,03 5493 7409,NORTH-WESTERN VICTORIA,Mallee,127,Buloke (S),Non Metro,143.229098,-36.075704
Government,1,8832,Birchip P-12 School,Pri/Sec,O,43-47 Campbell Street,,Birchip,VIC,3483,43-47 Campbell Street,,BIRCHIP,VIC,3483,03 5492 2287,SOUTH-WESTERN VICTORIA,Wimmera South West,127,Buloke (S),Non Metro,142.9099365,-35.98438249
Government,1,8833,Nhill College,Pri/Sec,O,Whitehead Avenue,,Nhill,VIC,3418,P O Box 210,,NHILL,VIC,3418,03 5391 2111,SOUTH-WESTERN VICTORIA,Wimmera South West,298,Hindmarsh (S),Non Metro,141.65886,-36.33260253
Government,1,8834,Sale College,Secondary,O,73-81 Macalister Street,,Sale,VIC,3850,P O Box 231,,SALE,VIC,3850,03 5144 1711,SOUTH-EASTERN VICTORIA,Outer Gippsland,681,Wellington (S),Non Metro,147.068006,-38.108921
Government,1,8835,McClelland Secondary College,Secondary,O,31 Belar Avenue,,Frankston,VIC,3199,31 Belar Avenue,,FRANKSTON,VIC,3199,03 9789 4544,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston (C),Metro,145.158453,-38.14632
Government,1,8839,Narre Warren South P-12 College,Pri/Sec,O,Amberly Park Drive,,Narre Warren South,VIC,3805,Amberly Park Drive,,NARRE WARREN SOUTH,VIC,3805,03 9704 3333,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.285075,-38.049734
Government,1,8841,Lara Secondary College,Secondary,O,34 Alkara Avenue,,Lara,VIC,3212,P O Box 387,,LARA,VIC,3212,03 5282 8988,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.41157,-38.018176
Government,1,8842,Kaniva College,Pri/Sec,O,2 Farmers Street,,Kaniva,VIC,3419,2 Farmers Street,,KANIVA,VIC,3419,03 5392 2494,SOUTH-WESTERN VICTORIA,Wimmera South West,689,West Wimmera (S),Non Metro,141.2448451,-36.38271876
Government,1,8843,Corryong College,Pri/Sec,O,27-45 Towong Road,,Corryong,VIC,3707,P O Box 225,,CORRYONG,VIC,3707,02 6076 1566,NORTH-EASTERN VICTORIA,Ovens Murray,667,Towong (S),Non Metro,147.910757,-36.192938
Government,1,8845,Maryborough Education Centre,Pri/Sec,O,102 - 192 Balaclava Road,,Maryborough,VIC,3465,P O Box 171,,Maryborough,VIC,3465,03 5461 7900,NORTH-WESTERN VICTORIA,Loddon Campaspe,167,Central Goldfields (S),Non Metro,143.722865,-37.042159
Government,1,8846,The Lakes South Morang College,Pri/Sec,O,80 Jardier Terrace,,South Morang,VIC,3752,P O Box 207,,South Morang,VIC,3752,03 9401 3919,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea (C),Metro,145.075679,-37.634935
Government,1,8847,Point Cook Senior Secondary College,Secondary,O,Cnr Boardwalk Blvd & Bergamot,,Point Cook,VIC,3030,P O Box 6520,,Point Cook,VIC,3030,03 9395 9271,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.73282,-37.886718
Government,1,8848,Manor Lakes P-12 College,Pri/Sec,O,2-50 Minindee Road,,Wyndham Vale,VIC,3024,2-50 Minindee Road,,Wyndham Vale,VIC,3024,03 9741 4202,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.601853,-37.873507
Government,1,8849,Coburg High School,Secondary,O,101 Urquhart Street,,Coburg,VIC,3058,P O Box 162,,Coburg,VIC,3058,03 9353 1700,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek (C),Metro,144.9728,-37.7407
Government,1,8851,Wodonga Middle Years College,Pri/Sec,O,22-24 Mitchell Street,,Wodonga,VIC,3690,P O Box 1263,,Wodonga,VIC,3689,02 6057 9000,NORTH-EASTERN VICTORIA,Ovens Murray,717,Wodonga (C),Non Metro,146.890563,-36.130844
Government,1,8853,Mount Ridley P-12 College,Pri/Sec,O,2-30 Hampton Street,,Craigieburn,VIC,3064,2-30 Hampton Street,,Craigieburn,VIC,3064,03 8338 3600,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.921334,-37.578645
Government,1,8854,Tarneit Senior College,Secondary,O,861 Leakes Road,,Tarneit,VIC,3029,P O BOX 8499,,Tarneit,VIC,3029,03 9749 0246,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.6804061,-37.83335386
Government,1,8855,Echuca College,Secondary,O,20 - 50 Butcher Street,,Echuca,VIC,3564,P O Box 335,,ECHUCA,VIC,3564,03 5482 1133,NORTH-WESTERN VICTORIA,Loddon Campaspe,137,Campaspe (S),Non Metro,144.732423,-36.132394
Government,1,8856,John Monash Science School,Secondary,O,39 Innovation Walk,,Clayton,VIC,3800,P O Box 8016,,Monash University,VIC,3800,03 9905 1002,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.128686,-37.914221
Government,1,8857,Altona College,Pri/Sec,O,103A Grieve Parade,,Altona,VIC,3018,103A Grieve Parade,,Altona,VIC,3018,03 9250 8050,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay (C),Metro,144.818639,-37.861911
Government,1,8858,Dandenong High School,Secondary,O,92-106 Princes Highway,,Dandenong,VIC,3175,P O Box 681,,DANDENONG,VIC,3175,03 9792 0561,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong (C),Metro,145.209011,-37.979418
Government,1,8861,Laverton P-12 College,Pri/Sec,O,91 Bladin Street,,Laverton,VIC,3028,P O Box 243,,Laverton,VIC,3028,03 9369 1833,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay (C),Metro,144.7726329,-37.85617409
Government,1,8862,Hume Central Secondary College,Secondary,O,60-78 Tanderrum Way,,Broadmeadows,VIC,3047,P O Box 159,,DALLAS,VIC,3047,03 9066 3600,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.915355,-37.680442
Government,1,8864,Colac Secondary College,Secondary,O,173 Queen Street,,Colac,VIC,3250,P O Box 42,,Colac,VIC,3250,03 5231 9800,SOUTH-WESTERN VICTORIA,Barwon,175,Colac-Otway (S),Non Metro,143.5901021,-38.35149548
Government,1,8865,Nossal High School,Secondary,O,40 Sir Gustav Nossal Blvd,,Berwick,VIC,3806,P O Box 1036,,NARRE WARREN,VIC,3805,03 8762 4600,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.336563,-38.038502
Government,1,8866,Suzanne Cory High School,Secondary,O,225 Hoppers Lane,,Werribee,VIC,3030,225 Hoppers Lane,,Werribee,VIC,3030,03 8734 2800,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.700748,-37.893852
Government,1,8867,Keysborough Secondary College,Secondary,O,8-20 Janine Road,,Springvale South,VIC,3172,8-20 Janine Road,,Springvale South,VIC,3172,03 9546 4144,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong (C),Metro,145.159839,-37.967017
Government,1,8868,Hallam Secondary College,Secondary,O,74-84 Frawley Road,,Hallam,VIC,3803,P O Box 5031,,Hallam,VIC,3803,03 9703 1266,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.261185,-38.000196
Government,1,8869,Gleneagles Secondary College,Secondary,O,58 Reema Boulevard,,Endeavour Hills,VIC,3802,PO Box 185,,Endeavour Hills,VIC,3802,03 9708 1319,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.276556,-37.974606
Government,1,8870,Fountain Gate Secondary College,Secondary,O,45 Josephine Avenue,,Narre Warren,VIC,3805,P O Box 181,,Hallam,VIC,3803,03 8762 6839,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.2953788,-38.00528163
Government,1,8872,Balmoral K-12 Community College,Pri/Sec,O,1831 Harrow Balmoral Road,,Balmoral,VIC,3407,1831 Harrow Balmoral Road,,Balmoral,VIC,3407,03 5570 1247,SOUTH-WESTERN VICTORIA,Wimmera South West,626,Southern Grampians (S),Non Metro,141.823621,-37.239578
Government,1,8873,Myrtleford P-12 College,Pri/Sec,O,Prince Street,,Myrtleford,VIC,3737,P O Box 530,,Myrtleford,VIC,3736,03 5752 1174,NORTH-EASTERN VICTORIA,Ovens Murray,11,Alpine (S),Non Metro,146.7261447,-36.54888702
Government,1,8874,Alkira Secondary College,Secondary,O,15 Nurture Avenue,,Cranbourne North,VIC,3977,PO Box 4314,,Narre Warren South,VIC,3805,03 5991 3500,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.308716,-38.073127
Government,1,8875,Somerville Secondary College,Secondary,O,37 Graf Road,,Somerville,VIC,3912,37 Graf Road,,Somerville,VIC,3912,03 5973 1000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,145.168595,-38.227257
Government,1,8882,Boort District P-12 School,Pri/Sec,O,9 - 27 Malone Street,,Boort,VIC,3537,9 - 27 Malone Street,,Boort,VIC,3537,03 5455 2201,NORTH-WESTERN VICTORIA,Loddon Campaspe,394,Loddon (S),Non Metro,143.726948,-36.110217
Government,1,8883,Yarrawonga College P-12,Pri/Sec,O,2-24 Pinniger Street,,Yarrawonga,VIC,3730,P O Box 39,,Yarrawonga,VIC,3730,03 5744 1751,NORTH-EASTERN VICTORIA,Goulburn,490,Moira (S),Non Metro,146.0066682,-36.02144074
Government,1,8884,Seymour College,Pri/Sec,O,29-47 Stewart Street,,Seymour,VIC,3660,P O Box 266,,Seymour,VIC,3661,03 5771 1300,NORTH-EASTERN VICTORIA,Goulburn,485,Mitchell (S),Non Metro,145.1411167,-37.02984234
Government,1,8886,Merbein P-10 College,Pri/Sec,O,188-206 Commercial Street,,Merbein,VIC,3505,PO Box 438,,Merbein,VIC,3505,03 5025 2501,NORTH-WESTERN VICTORIA,Mallee,478,Mildura (RC),Non Metro,142.0713085,-34.16936534
Government,1,8889,Albert Park College,Secondary,O,83 Danks Street,,Albert Park,VIC,3206,83 Danks Street,,Albert Park,VIC,3206,03 8695 9000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip (C),Metro,144.947363,-37.844792
Government,1,8890,Charles La Trobe P-12 College,Pri/Sec,O,235 Kingsbury Drive,,Macleod West,VIC,3085,235 Kingsbury Drive,,Macleod West,VIC,3085,03 9223 1400,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,145.05865,-37.728966
Government,1,8891,Victoria University Secondary College,Secondary,O,43 Ken Jordan Road,,Cairnlea,VIC,3023,PO Box 83,,St Albans,VIC,3021,03 8312 0200,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank (C),Metro,144.794895,-37.755525
Government,1,8892,Swifts Creek P-12 School,Pri/Sec,O,6840 Great Alpine Road,,Swifts Creek,VIC,3896,P O Box 180,,Swifts Creek,VIC,3896,03 5159 4366,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland (S),Non Metro,147.7240342,-37.26684449
Government,1,8893,Glenroy College,Secondary,O,120 Glenroy Road,,Glenroy,VIC,3046,120 Glenroy Road,,Glenroy,VIC,3046,03 9304 0400,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek (C),Metro,144.9249952,-37.70470214
Government,1,8894,John Fawkner Secondary College,Secondary,O,51 Jukes Road,,Fawkner,VIC,3060,PO Box 76,,Fawkner,VIC,3060,03 9359 1166,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek (C),Metro,144.9718587,-37.70271075
Government,1,8895,William Ruthven Secondary College,Secondary,O,60 Merrilands Road,,Reservoir,VIC,3073,60 Merrilands Road,,Reservoir,VIC,3073,03 9462 2177,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,145.002774,-37.696666
Government,1,8896,Wollert Secondary College,Secondary,O,222 Highpark Drive,,Wollert,VIC,3750,222 Highpark Drive,,Wollert,VIC,3750,03 8407 8888,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea (C),Metro,145.025238,-37.609617
Government,1,8897,Mernda Central P-12 College,Pri/Sec,O,70 Breadalbane Avenue,,Mernda,VIC,3754,70 Breadalbane Ave,,Mernda,VIC,3754,03 8776 9600,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea (C),Metro,145.08833,-37.604853
Government,1,8898,Cranbourne East Secondary College,Secondary,O,50 Stately Drive,,Cranbourne East,VIC,3977,P O Box 5436,,Cranbourne,VIC,3977,03 5990 0200,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.306027,-38.10494
Government,1,8899,Featherbrook P-9 College,Pri/Sec,O,281 Boardwalk Boulevard,,Point Cook,VIC,3030,281 Boardwalk Boulevard,,Point Cook,VIC,3030,03 8366 7500,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.7275192,-37.90163614
Government,1,8900,Phoenix P-12 Community College,Pri/Sec,O,53 - 71 Hertford Street,,Sebastopol,VIC,3356,P O Box 49,,Sebastopol,VIC,3356,03 5329 3293,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.8335059,-37.58661037
Government,1,8901,Northern Bay P-12 College,Pri/Sec,O,3-25 Goldsworthy Road,,Corio,VIC,3214,P O Box 126,,CORIO,VIC,3340,03 5224 9700,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.355709,-38.078406
Government,1,8903,Surf Coast Secondary College,Secondary,O,75 White Street,,Torquay,VIC,3228,75 White Street,,Torquay,VIC,3228,03 5261 6633,SOUTH-WESTERN VICTORIA,Barwon,649,Surf Coast (S),Non Metro,144.3238552,-38.30419186
Government,1,8904,Hopetoun P-12 College,Pri/Sec,O,1 Dodgshun Street,,Hopetoun,VIC,3396,P O BOX 211,,Hopetoun,VIC,3396,03 5083 3203,SOUTH-WESTERN VICTORIA,Wimmera South West,763,Yarriambiack (S),Non Metro,142.3660296,-35.73486974
Government,1,8905,Doveton College,Pri/Sec,O,62 Tristania Street,,Doveton,VIC,3177,P O Box 105,,DOVETON,VIC,3177,03 8765 0111,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.243173,-37.989449
Government,1,8907,Officer Secondary College,Secondary,O,1 Parker Street,,Officer,VIC,3809,P O Box 225,,Officer,VIC,3809,03 5942 4000,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia (S),Metro,145.410967,-38.072015
Government,1,8908,Brookside P-9 College,Pri/Sec,O,13 -16 Federation Way,,Caroline Springs,VIC,3023,13-16 Federation Way,,Caroline Springs,VIC,3023,03 7379 1555,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton (C),Metro,144.737222,-37.746339
Government,1,8909,Creekside K-9 College,Pri/Sec,O,3 - 37 The Crossing,,Caroline Springs,VIC,3023,P O BOX 3300,,Caroline Springs,VIC,3023,03 8363 6400,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton (C),Metro,144.738037,-37.73445
Government,1,8910,Lakeview Senior College,Secondary,O,College Street,,Caroline Springs,VIC,3023,P O Box 3461,,Caroline Springs,VIC,3023,03 9219 3100,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton (C),Metro,144.740281,-37.731016
Government,1,8912,Melba Secondary College,Secondary,O,20 Brentnall Road,,Croydon,VIC,3136,20 Brentnall Road,,Croydon,VIC,3136,03 9870 4551,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.262016,-37.795523
Government,1,8913,Boronia K-12 College,Pri/Sec,O,35-37 Albert Avenue,,Boronia,VIC,3155,P O Box 537,,Boronia,VIC,3155,03 9760 4900,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox (C),Metro,145.293268,-37.8583
Government,1,8914,Tarneit P-9 College,Pri/Sec,O,21-23 Brinbrook Street,,Tarneit,VIC,3029,P O Box 8268,,Tarneit,VIC,3029,03 9749 0506,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.679815,-37.837451
Government,1,8915,Benalla P-12 College,Pri/Sec,O,20 Faithfull Street,,Benalla,VIC,3672,P O Box 819,,Benalla,VIC,3672,03 5761 2777,NORTH-EASTERN VICTORIA,Ovens Murray,101,Benalla (RC),Non Metro,145.963847,-36.553372
Government,1,8917,Centre for Higher Education Studies,Secondary,O,669 Chapel Street,,South Yarra,VIC,3141,669 Chapel Street,,South Yarra,VIC,3141,03 9063 1170,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,144.996119,-37.836149
Independent,2,1,Wesley College,Pri/Sec,O,577 St Kilda Road,,MELBOURNE,VIC,3004,577 St Kilda Road,,MELBOURNE,VIC,3004,03 8102 6100,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne (C),Metro,144.982144,-37.84883
Independent,2,5,Korowa Anglican Girls' School,Pri/Sec,O,10 - 16 Ranfurlie Crescent,,GLEN IRIS,VIC,3146,10 - 16 Ranfurlie Crescent,,GLEN IRIS,VIC,3146,03 9811 0200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.054637,-37.861454
Independent,2,83,Ruyton Girls' School,Pri/Sec,O,12 Selbourne Road,,KEW,VIC,3101,12 Selbourne Road,,KEW,VIC,3101,03 9819 2422,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.039181,-37.811111
Independent,2,96,Caulfield Grammar School,Pri/Sec,O,217 Glen Eira Road,,ST KILDA EAST,VIC,3183,PO Box 610,,ELSTERNWICK,VIC,3185,03 9524 6300,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.004887,-37.877377
Independent,2,131,Highview College,Secondary,O,21 Kars Street,,MARYBOROUGH,VIC,3465,21 Kars Street,,MARYBOROUGH,VIC,3465,03 5459 1000,NORTH-WESTERN VICTORIA,Loddon Campaspe,167,Central Goldfields (S),Non Metro,143.736415,-37.053543
Independent,2,259,Methodist Ladies' College,Pri/Sec,O,207 Barkers Road,,KEW,VIC,3101,207 Barkers Road,,KEW,VIC,3101,03 9274 6333,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.038491,-37.813951
